Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,Canada,,Montreal,9,2,2005,71.7
North America,US,Maryland,Washington DC,11,21,2010,50.3
South/Central America & Carribean,Bahamas,,Nassau,4,12,2014,75.8
North America,US,Florida,Tampa St. Petersburg,11,26,2010,72.7
Africa,Ivory Coast,,Abidjan,11,25,1996,83.0
Africa,Benin,,Cotonou,4,24,2010,79.4
Africa,Sierra Leone,,Freetown,1,27,2006,82.9
North America,US,Michigan,Flint,2,28,1999,37.1
Europe,Georgia,,Tbilisi,11,25,1997,42.1
North America,US,Tennessee,Chattanooga,12,14,2009,52.2
South/Central America & Carribean,Guatemala,,Guatemala City,1,27,2020,66.4
Asia,Myanmar (Burma),,Rangoon,4,20,2007,90.3
Asia,Myanmar (Burma),,Rangoon,12,16,2016,81.0
Europe,Bulgaria,,Sofia,2,10,2004,30.8
Europe,Norway,,Oslo,7,13,1999,68.4
North America,US,Texas,Houston,4,29,2015,62.5
North America,US,Ohio,Toledo,11,23,2019,29.5
Africa,South Africa,,Capetown,12,25,2000,64.3
North America,US,Tennessee,Chattanooga,9,21,2017,77.4
North America,US,New Jersey,Atlantic City,7,23,2005,80.5
North America,US,Montana,Great Falls,6,1,2000,40.3
North America,US,Texas,Wichita Falls,3,26,2015,55.3
Asia,Japan,,Osaka,10,23,2013,65.5
Middle East,Saudi Arabia,,Dhahran,10,14,2013,78.8
Australia/South Pacific,Australia,,Sydney,4,17,2004,56.1
Africa,Guinea,,Conakry,2,27,2007,-99.0
North America,US,Nebraska,North Platte,4,17,2006,58.2
North America,US,Tennessee,Knoxville,7,1,2019,80.7
Europe,Switzerland,,Zurich,8,6,1997,66.7
Asia,Bangladesh,,Dhaka,8,5,1996,82.8
North America,US,Nebraska,Lincoln,3,6,2017,60.0
North America,US,Ohio,Columbus,12,10,2015,45.7
North America,US,Louisiana,Shreveport,4,10,2013,72.6
Europe,United Kingdom,,Belfast,2,22,1997,51.8
North America,US,Colorado,Pueblo,6,21,1997,79.7
Europe,Macedonia,,Skopje,3,15,2003,34.0
Middle East,United Arab Emirates,,Dubai,1,30,2020,66.4
Europe,Latvia,,Riga,3,1,2020,40.1
North America,Canada,,Regina,2,18,2020,-5.5
Africa,Malawi,,Lilongwe,4,19,1999,-99.0
North America,US,Washington,Yakima,2,16,2008,36.7
North America,US,Ohio,Columbus,7,4,2017,77.1
South/Central America & Carribean,Colombia,,Bogota,3,6,1995,54.8
North America,US,Connecticut,Bridgeport,2,15,1995,28.5
North America,US,New Mexico,Albuquerque,6,9,2018,81.0
North America,US,Florida,Tallahassee,1,31,2019,32.0
Asia,Nepal,,Katmandu,9,16,1999,74.2
Asia,Hong Kong,,Hong Kong,11,14,2017,77.0
North America,US,Texas,Abilene,12,7,2002,43.6
North America,US,Texas,Midland Odessa,2,21,2009,47.5
Europe,Russia,,Moscow,1,16,1995,15.3
North America,US,Alaska,Juneau,9,14,2018,48.1
Asia,Philippines,,Manila,3,19,2005,81.6
North America,US,Washington,Spokane,9,2,2012,61.6
North America,US,Texas,Houston,2,17,2011,67.0
North America,US,Pennsylvania,Erie,4,30,2017,50.3
North America,US,Alabama,Birmingham,6,9,2019,76.4
Europe,Iceland,,Reykjavik,3,28,2011,39.6
North America,US,Alaska,Juneau,5,16,2017,52.4
Europe,Macedonia,,Skopje,4,17,2020,54.9
Europe,Finland,,Helsinki,5,26,2000,51.0
North America,US,New York,Rochester,6,2,2019,62.2
North America,US,Additional Territories,San Juan Puerto Rico,2,12,2013,77.1
Europe,Germany,,Bonn,10,3,1996,-99.0
Africa,Guinea-Bissau,,Bissau,4,16,2012,89.6
North America,US,Texas,Dallas Ft Worth,1,11,2013,55.1
North America,US,Nevada,Reno,7,2,2014,80.8
Asia,Hong Kong,,Hong Kong,5,9,2006,84.9
North America,US,Ohio,Cleveland,1,24,2012,34.1
Europe,Bulgaria,,Sofia,11,24,2009,41.5
Asia,Japan,,Tokyo,6,19,1998,75.0
Europe,Austria,,Vienna,3,4,2002,41.5
Europe,Portugal,,Lisbon,10,10,2015,63.3
Asia,North Korea,,Pyongyang,7,3,2009,71.8
Europe,Yugoslavia,,Belgrade,3,12,2009,40.5
North America,US,Delaware,Wilmington,4,18,2009,62.2
South/Central America & Carribean,Barbados,,Bridgetown,12,8,1996,80.9
North America,US,Michigan,Grand Rapids,5,24,2018,68.0
Asia,Singapore,,Singapore,10,6,2011,81.8
North America,US,Florida,Jacksonville,8,10,2003,78.2
North America,US,Louisiana,Baton Rouge,11,3,2000,71.8
South/Central America & Carribean,Nicaragua,,Managua,6,6,2017,83.7
North America,US,Indiana,Evansville,1,15,2020,47.4
Europe,France,,Bordeaux,7,31,2003,70.2
North America,US,Arkansas,Fort Smith,6,28,2011,88.6
North America,US,Louisiana,New Orleans,6,15,2010,82.8
North America,US,Oregon,Eugene,6,16,2007,57.8
Africa,Guinea-Bissau,,Bissau,7,28,1995,-99.0
Europe,Belgium,,Brussels,12,11,2013,38.3
Australia/South Pacific,Australia,,Brisbane,4,4,1999,72.3
Africa,Congo,,Brazzaville,7,18,2004,70.4
North America,US,Virginia,Roanoke,12,22,2003,44.1
Europe,Italy,,Milan,8,20,2000,78.7
Asia,Pakistan,,Islamabad,9,30,2009,82.7
Australia/South Pacific,New Zealand,,Auckland,11,24,2000,60.2
Europe,The Netherlands,,Amsterdam,7,23,2018,72.7
North America,Canada,,Toronto,4,10,2010,41.5
North America,US,West Virginia,Elkins,3,14,2020,42.4
Asia,Turkmenistan,,Ashabad,3,2,2017,48.5
North America,US,Montana,Billings,11,19,1997,33.3
Europe,Bulgaria,,Sofia,12,23,2001,36.1
North America,US,North Carolina,Raleigh Durham,12,12,2014,39.7
North America,US,New Jersey,Newark,2,5,1995,23.9
North America,US,Arizona,Tucson,9,25,2009,81.9
North America,US,Connecticut,Bridgeport,3,17,2012,48.3
South/Central America & Carribean,Honduras,,Tegucigalpa,1,13,2001,67.6
North America,US,Florida,Tampa St. Petersburg,1,6,2020,58.0
Europe,Latvia,,Riga,12,12,2011,33.9
North America,US,Additional Territories,San Juan Puerto Rico,12,5,2007,77.0
North America,US,Idaho,Boise,5,4,2016,70.3
Europe,Slovakia,,Bratislava,8,12,2002,61.9
North America,US,Texas,El Paso,1,19,2008,35.5
Australia/South Pacific,Australia,,Perth,10,24,1999,58.2
North America,US,Massachusetts,Boston,11,4,1996,43.2
Africa,Uganda,,Kampala,4,26,1998,-99.0
North America,US,Wyoming,Casper,11,5,2005,36.7
Asia,Tajikistan,,Dusanbe,1,29,1997,-99.0
North America,US,Idaho,Pocatello,8,17,1997,62.4
Europe,Norway,,Oslo,3,28,1999,36.2
North America,US,Ohio,Youngstown,11,22,2010,58.2
North America,US,Ohio,Cincinnati,5,14,1999,59.9
South/Central America & Carribean,Colombia,,Bogota,10,29,2019,57.9
South/Central America & Carribean,Panama,,Panama City,7,23,2005,81.2
North America,US,Tennessee,Chattanooga,7,1,2019,84.0
North America,US,New York,New York City,1,21,2019,12.6
North America,US,Kentucky,Paducah,9,5,2006,64.4
North America,US,Nebraska,Omaha,8,25,2016,66.9
Australia/South Pacific,Australia,,Brisbane,1,22,2011,73.9
Europe,Italy,,Rome,2,17,2018,49.6
Asia,Indonesia,,Jakarta,12,16,1995,82.9
North America,US,Kansas,Goodland,1,7,1995,21.5
Middle East,Israel,,Tel Aviv,11,3,1998,71.3
South/Central America & Carribean,Brazil,,Sao Paulo,10,12,2008,69.4
South/Central America & Carribean,Nicaragua,,Managua,1,12,2008,79.2
Asia,South Korea,,Seoul,4,12,2015,59.9
Asia,Laos,,Vientiane,12,13,2013,78.5
North America,US,New Jersey,Newark,9,30,2012,61.8
Africa,Madagascar,,Antananarivo,3,17,2002,71.3
Asia,Kyrgyzstan,,Bishkek,2,16,2019,37.4
Europe,Germany,,Frankfurt,3,5,1995,-99.0
North America,US,New Mexico,Albuquerque,5,8,2009,77.4
Asia,Uzbekistan,,Tashkent,12,8,1997,47.9
North America,US,Additional Territories,San Juan Puerto Rico,8,29,2002,82.0
Africa,Tanzania,,Dar Es Salaam,2,12,1997,80.0
North America,US,Nebraska,Lincoln,8,13,2011,74.5
South/Central America & Carribean,Panama,,Panama City,7,15,2016,80.7
North America,US,Indiana,Fort Wayne,6,14,1999,69.6
Australia/South Pacific,Australia,,Sydney,5,4,2017,49.8
Asia,China,,Shenyang,2,23,2007,21.9
Asia,Pakistan,,Karachi,12,8,2014,72.5
Asia,Vietnam,,Hanoi,7,19,2008,84.3
North America,US,Massachusetts,Boston,11,14,2007,48.4
North America,US,Ohio,Columbus,4,28,2010,46.0
North America,US,Texas,Wichita Falls,11,19,1997,47.0
North America,US,New York,Rochester,3,9,2006,43.6
Australia/South Pacific,Australia,,Canberra,7,13,2007,37.8
Australia/South Pacific,Australia,,Sydney,12,11,2006,58.3
Africa,Kenya,,Nairobi,1,10,2005,71.1
North America,US,Alaska,Anchorage,7,16,2013,59.3
Europe,France,,Paris,4,27,2011,56.5
Middle East,Oman,,Muscat,3,20,2015,77.1
North America,US,Arizona,Phoenix,6,25,2018,94.5
Europe,Russia,,Moscow,3,14,2002,39.7
South/Central America & Carribean,Costa Rica,,San Jose,8,8,2009,72.4
North America,US,Michigan,Grand Rapids,11,25,2011,47.0
North America,US,Alaska,Anchorage,4,15,2017,40.2
Europe,Yugoslavia,,Belgrade,9,26,2002,48.9
Middle East,Bahrain,,Manama,9,15,2011,92.4
Africa,Tunisia,,Tunis,6,12,2010,74.3
Asia,India,,Bombay (Mumbai),4,18,2012,84.6
North America,US,Colorado,Pueblo,9,13,1996,61.4
North America,US,Tennessee,Memphis,5,12,2004,73.1
North America,US,Wyoming,Casper,3,28,2010,40.2
Europe,Belgium,,Brussels,9,27,2009,55.6
Europe,Denmark,,Copenhagen,4,24,1999,46.0
Australia/South Pacific,Australia,,Perth,7,16,2019,54.2
Middle East,Turkey,,Ankara,12,12,2004,31.4
North America,US,Washington,Yakima,12,31,2003,20.0
North America,US,Texas,San Angelo,12,29,2015,35.7
Middle East,Syria,,Damascus,11,25,2009,51.3
North America,US,Tennessee,Chattanooga,11,30,2016,65.7
North America,US,Wyoming,Cheyenne,7,10,2005,73.2
Australia/South Pacific,Australia,,Melbourne,9,7,2014,57.1
North America,US,Alaska,Fairbanks,3,10,1997,-0.4
North America,US,Ohio,Cincinnati,3,15,2014,51.6
Europe,The Netherlands,,Amsterdam,8,29,2017,69.7
Africa,Uganda,,Kampala,8,12,2019,72.1
North America,US,Texas,Abilene,3,19,2008,46.3
North America,US,Ohio,Toledo,7,28,2011,81.6
North America,US,Kentucky,Lexington,12,8,2005,26.7
North America,US,Washington,Spokane,5,15,2010,64.4
North America,US,South Carolina,Columbia,9,22,2004,68.6
North America,US,Texas,Austin,11,22,1999,73.0
North America,US,Pennsylvania,Philadelphia,11,10,2013,50.2
North America,US,Georgia,Savannah,1,11,2017,55.8
North America,US,Michigan,Flint,4,1,2010,64.2
Europe,Czech Republic,,Prague,7,17,1995,64.2
North America,US,Georgia,Columbus,9,7,2006,74.6
North America,US,Texas,Midland Odessa,8,27,1995,79.4
South/Central America & Carribean,Brazil,,Rio de Janeiro,6,30,1997,72.6
North America,US,Pennsylvania,Wilkes Barre,3,1,2007,33.3
North America,US,South Dakota,Rapid City,7,18,2007,82.2
Asia,Turkmenistan,,Ashabad,3,7,2019,50.6
North America,US,Texas,Abilene,10,12,2018,72.2
North America,Canada,,Ottawa,5,6,1995,48.8
North America,US,Indiana,Evansville,12,6,2005,24.4
North America,US,Montana,Billings,3,5,2011,25.7
Asia,Uzbekistan,,Tashkent,10,13,2014,54.0
Asia,Laos,,Vientiane,7,24,2005,81.7
Asia,South Korea,,Seoul,4,30,2004,62.5
Australia/South Pacific,Australia,,Canberra,12,4,1998,55.8
Middle East,Qatar,,Doha,7,13,2013,97.4
North America,US,Alabama,Birmingham,11,12,2014,52.5
North America,US,New York,Buffalo,6,7,2008,77.5
North America,US,Arizona,Phoenix,10,5,2015,81.0
Africa,Benin,,Cotonou,6,29,2005,80.5
Asia,India,,Bombay (Mumbai),11,18,2002,84.4
North America,US,Indiana,Fort Wayne,5,23,2012,66.6
Europe,Poland,,Warsaw,3,5,1999,49.6
Asia,Myanmar (Burma),,Rangoon,9,18,2002,80.1
Asia,India,,Bombay (Mumbai),6,3,2014,88.7
North America,US,Massachusetts,Boston,4,27,2003,47.6
North America,US,Pennsylvania,Harrisburg,2,11,2004,33.3
South/Central America & Carribean,Bahamas,,Nassau,1,24,2012,74.1
North America,US,Wisconsin,Milwaukee,8,9,2008,68.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,18,1999,65.4
North America,US,Virginia,Roanoke,5,17,2016,57.0
Asia,Turkmenistan,,Ashabad,2,1,2005,33.1
North America,US,Missouri,St Louis,2,17,2014,31.5
North America,US,Virginia,Norfolk,7,26,1998,75.8
Africa,Togo,,Lome,4,12,2014,83.7
Europe,Sweden,,Stockholm,9,28,2006,58.6
Africa,Guinea-Bissau,,Bissau,11,26,2017,82.4
Africa,Gambia,,Banjul,9,7,2002,81.5
North America,US,Oregon,Eugene,5,10,1997,60.1
South/Central America & Carribean,Dominican Republic,,Santo Domingo,11,30,1997,78.9
Europe,Latvia,,Riga,9,11,1999,57.9
North America,US,Texas,Brownsville,1,20,2014,63.3
South/Central America & Carribean,Nicaragua,,Managua,8,23,1999,82.0
Europe,Czech Republic,,Prague,2,18,2018,31.0
Asia,Nepal,,Katmandu,8,15,2018,74.8
Europe,Iceland,,Reykjavik,7,7,2011,51.5
North America,US,Idaho,Pocatello,5,17,1996,53.4
Europe,Belgium,,Brussels,8,31,2011,56.0
North America,US,Colorado,Pueblo,1,12,1996,34.9
Middle East,Kuwait,,Kuwait,4,27,2003,82.6
North America,US,Washington,Yakima,7,5,2007,82.9
Europe,Belarus,,Minsk,5,31,2019,60.2
North America,US,Texas,Wichita Falls,9,27,2007,78.7
South/Central America & Carribean,Venezuela,,Caracas,10,25,1997,83.1
Asia,South Korea,,Seoul,5,14,2008,55.2
North America,US,Florida,Tampa St. Petersburg,8,7,1995,82.9
North America,US,Arkansas,Little Rock,7,30,2000,78.3
Africa,Egypt,,Cairo,10,4,2017,77.4
North America,US,North Dakota,Bismarck,3,16,2016,38.3
North America,US,West Virginia,Charleston,8,5,2006,74.8
Europe,Germany,,Hamburg,11,29,2008,-99.0
Europe,Germany,,Hamburg,2,4,2005,41.4
Asia,South Korea,,Seoul,1,6,2018,24.4
North America,US,Missouri,St Louis,11,24,2011,48.2
North America,US,Texas,Corpus Christi,10,22,2003,74.1
North America,US,Texas,Waco,3,8,2019,67.2
North America,US,Arizona,Phoenix,11,16,2017,71.9
North America,US,Pennsylvania,Harrisburg,7,5,2009,70.1
Africa,Benin,,Cotonou,4,9,2008,85.4
Africa,Madagascar,,Antananarivo,2,2,2003,71.4
Europe,Ukraine,,Kiev,1,1,2003,12.7
Africa,Congo,,Brazzaville,2,23,2011,81.1
Asia,India,,Bombay (Mumbai),3,18,2019,84.5
South/Central America & Carribean,Peru,,Lima,1,5,2002,69.3
Asia,Japan,,Tokyo,7,27,2011,81.8
North America,US,South Carolina,Columbia,6,20,1996,79.1
North America,US,California,San Francisco,7,25,1997,61.3
Australia/South Pacific,Australia,,Perth,3,4,2001,87.8
North America,Mexico,,Monterrey,5,20,1999,85.1
Africa,Morocco,,Rabat,4,1,1999,59.3
North America,US,Arkansas,Little Rock,7,19,2007,83.6
Europe,Spain,,Madrid,10,30,2002,56.5
North America,US,Indiana,Evansville,12,3,2009,37.4
North America,US,California,Los Angeles,9,12,2016,66.0
North America,US,Minnesota,Duluth,6,15,2000,55.9
Middle East,Israel,,Tel Aviv,6,28,2002,80.6
Europe,Finland,,Helsinki,9,9,1996,47.1
Africa,Uganda,,Kampala,1,9,2008,73.7
South/Central America & Carribean,Equador,,Guayaquil,1,22,2011,81.3
Australia/South Pacific,Australia,,Melbourne,5,9,2018,66.9
South/Central America & Carribean,Venezuela,,Caracas,9,4,2006,84.1
North America,US,New York,Syracuse,11,6,2010,37.4
Europe,United Kingdom,,Belfast,9,15,2016,64.5
Africa,Tunisia,,Tunis,4,12,2016,75.1
North America,US,Arkansas,Little Rock,7,31,2005,81.1
North America,US,New York,Albany,3,9,2006,38.8
North America,US,New York,Buffalo,8,10,2001,78.7
North America,US,Florida,Tampa St. Petersburg,12,7,2012,68.5
North America,US,Rhode Island,Rhode Island,8,2,2005,79.3
Africa,Nigeria,,Lagos,9,29,2013,79.2
North America,US,North Carolina,Asheville,4,25,2014,60.2
North America,US,Nebraska,North Platte,11,7,2002,39.9
Asia,Bangladesh,,Dhaka,7,17,2009,86.3
South/Central America & Carribean,Bahamas,,Nassau,9,15,2011,85.7
Asia,Myanmar (Burma),,Rangoon,5,1,2013,87.5
Africa,Mauritania,,Nouakchott,2,8,2004,74.0
North America,US,Indiana,Evansville,9,18,2017,72.6
Middle East,Saudi Arabia,,Dhahran,9,8,1996,90.7
Asia,Japan,,Sapporo,6,28,2019,60.0
South/Central America & Carribean,Brazil,,Brasilia,12,28,2012,70.8
Asia,Taiwan,,Taipei,10,25,2017,71.6
North America,US,California,Los Angeles,3,19,2006,52.7
North America,US,New York,Albany,11,11,2008,37.5
Europe,United Kingdom,,London,9,29,2019,60.8
North America,Canada,,Montreal,1,20,2002,20.6
Asia,Sri Lanka,,Colombo,1,24,2020,83.8
Africa,Gabon,,Libreville,4,5,2009,81.0
North America,US,Texas,Austin,7,4,1997,81.9
North America,US,Oregon,Salem,7,6,2016,66.4
North America,US,Montana,Billings,5,4,2003,50.6
Asia,India,,Chennai (Madras),8,18,1996,84.2
North America,US,Texas,Amarillo,12,25,2013,38.0
North America,US,Arizona,Flagstaff,2,20,2001,37.0
North America,US,Alaska,Anchorage,11,11,2001,21.4
Middle East,Bahrain,,Manama,5,28,1999,90.1
North America,Mexico,,Mexico City,6,1,1999,69.2
North America,US,Georgia,Columbus,2,23,2019,62.8
Europe,Germany,,Hamburg,1,26,2009,30.5
North America,US,Illinois,Peoria,12,16,2004,35.3
North America,US,North Carolina,Greensboro,11,30,2005,50.5
North America,US,Georgia,Macon,6,23,2018,81.4
Europe,Finland,,Helsinki,8,15,2004,53.4
North America,US,Arizona,Flagstaff,7,23,1999,63.3
Africa,Burundi,,Bujumbura,10,13,1996,-99.0
Africa,Morocco,,Rabat,10,27,2006,65.7
Africa,Ethiopia,,Addis Ababa,5,17,2011,69.1
North America,US,Minnesota,Duluth,6,2,2002,53.3
North America,US,Texas,Amarillo,7,16,2001,89.5
Europe,Spain,,Bilbao,1,3,1997,43.3
North America,Canada,,Regina,3,5,2014,9.1
North America,US,Connecticut,Hartford Springfield,3,23,2020,32.5
Asia,Japan,,Osaka,3,10,2011,40.3
Middle East,Turkey,,Ankara,2,7,2008,23.2
North America,US,Texas,Houston,2,23,2003,59.9
North America,US,Oklahoma,Tulsa,11,26,2003,49.7
Europe,United Kingdom,,Belfast,8,25,2019,64.3
Africa,Ethiopia,,Addis Ababa,1,3,2015,-99.0
Europe,Macedonia,,Skopje,3,30,2009,57.1
South/Central America & Carribean,Costa Rica,,San Jose,6,29,2004,74.5
North America,US,Montana,Great Falls,7,11,2015,69.5
Asia,Thailand,,Bangkok,5,8,2010,90.9
North America,US,Georgia,Macon,5,10,2000,74.4
North America,US,Additional Territories,San Juan Puerto Rico,1,23,2006,75.0
South/Central America & Carribean,Haiti,,Port au Prince,10,3,2011,87.9
Europe,Germany,,Frankfurt,10,20,2004,54.9
South/Central America & Carribean,Belize,,Belize City,5,20,2013,84.2
North America,US,Ohio,Akron Canton,10,24,2013,37.7
Asia,Taiwan,,Taipei,4,15,2010,58.8
North America,US,Colorado,Colorado Springs,5,19,2015,43.4
Africa,Burundi,,Bujumbura,3,13,2000,-99.0
Africa,Namibia,,Windhoek,6,26,1999,63.3
North America,US,Alaska,Anchorage,6,25,2016,60.1
South/Central America & Carribean,Barbados,,Bridgetown,9,22,2008,82.6
North America,US,Illinois,Rockford,5,12,2004,72.0
North America,US,New York,Syracuse,12,10,2002,22.3
North America,US,Ohio,Toledo,11,7,1996,56.2
North America,US,Ohio,Dayton,8,7,2003,72.5
Asia,Tajikistan,,Dusanbe,11,19,2019,49.8
North America,US,Nebraska,North Platte,5,29,1998,69.4
South/Central America & Carribean,Haiti,,Port au Prince,4,20,2008,-99.0
North America,US,Nebraska,Lincoln,2,8,2006,28.3
North America,US,Florida,Tallahassee,11,8,2008,64.5
Europe,Norway,,Oslo,7,12,2002,59.2
North America,US,Mississippi,Jackson,10,6,2008,71.6
North America,US,Minnesota,Duluth,3,16,2014,10.1
North America,US,Tennessee,Knoxville,7,11,2007,76.8
North America,US,Florida,Daytona Beach,4,27,2007,77.5
North America,US,Texas,Dallas Ft Worth,4,2,2000,55.5
North America,US,Montana,Helena,2,18,2009,39.9
North America,US,Florida,West Palm Beach,7,7,2017,84.6
North America,US,Florida,Miami Beach,12,22,2006,76.0
Asia,Hong Kong,,Hong Kong,5,7,2006,84.7
Africa,Benin,,Cotonou,1,20,1997,81.9
North America,US,South Dakota,Sioux Falls,10,13,1995,57.2
Africa,Ethiopia,,Addis Ababa,10,10,1995,60.4
South/Central America & Carribean,Brazil,,Rio de Janeiro,4,26,2020,76.3
North America,US,New York,Albany,5,7,2010,54.5
North America,US,Maine,Caribou,12,26,2013,-1.0
Africa,Nigeria,,Niamey,7,27,2016,83.1
North America,US,Maine,Caribou,1,17,2002,11.3
North America,US,Ohio,Cincinnati,5,27,1999,57.4
Europe,Russia,,Yerevan,5,3,1996,68.7
North America,US,Maryland,Washington DC,3,16,2005,41.7
Asia,Japan,,Osaka,5,17,2002,62.5
North America,US,Hawaii,Honolulu,6,7,2011,77.8
North America,US,Louisiana,New Orleans,11,12,2002,64.9
North America,US,Indiana,Evansville,10,30,2005,46.1
Europe,Austria,,Vienna,9,8,2000,59.8
North America,Mexico,,Mexico City,12,11,2000,58.3
North America,US,Minnesota,Minneapolis St. Paul,9,28,1996,53.6
Middle East,Israel,,Tel Aviv,4,14,2002,77.0
Asia,Bangladesh,,Dhaka,7,21,2000,-99.0
North America,US,Montana,Billings,10,18,2002,51.1
Europe,Latvia,,Riga,1,18,1996,27.4
South/Central America & Carribean,Nicaragua,,Managua,8,24,2003,82.7
South/Central America & Carribean,Brazil,,Rio de Janeiro,2,11,1997,80.8
North America,US,Iowa,Sioux City,10,26,2008,49.1
North America,US,Pennsylvania,Erie,8,15,2003,76.1
North America,US,Kansas,Wichita,1,4,1996,30.0
Africa,Mauritania,,Nouakchott,4,21,2004,75.4
North America,US,Kansas,Topeka,11,1,2004,57.2
North America,US,Oklahoma,Tulsa,12,1,2002,38.4
Africa,Ethiopia,,Addis Ababa,4,21,2007,-99.0
Asia,China,,Shanghai,1,26,2002,37.9
Middle East,Kuwait,,Kuwait,10,5,2015,94.4
North America,US,Pennsylvania,Pittsburgh,3,22,1999,32.7
North America,US,Florida,Jacksonville,7,8,2011,77.6
North America,US,Texas,Lubbock,3,27,1999,53.6
Asia,China,,Shenyang,1,23,2004,8.2
Asia,Japan,,Sapporo,10,30,2009,44.2
Europe,Norway,,Oslo,11,10,1995,27.4
Africa,Senegal,,Dakar,9,4,1996,79.7
South/Central America & Carribean,Bermuda,,Hamilton,5,10,2005,66.5
North America,US,Minnesota,Minneapolis St. Paul,4,6,2013,42.0
Europe,Latvia,,Riga,5,5,2017,50.6
North America,US,Missouri,Springfield,1,25,2005,45.2
North America,US,Texas,Amarillo,12,30,1996,43.6
North America,US,Michigan,Lansing,8,11,2004,59.1
Middle East,Turkey,,Ankara,12,31,1999,40.1
Asia,China,,Beijing,5,6,2020,68.6
South/Central America & Carribean,Brazil,,Brasilia,1,9,2014,76.6
Asia,China,,Beijing,5,1,2003,73.7
Europe,Czech Republic,,Prague,12,29,2015,39.5
North America,US,Texas,Brownsville,8,4,2011,86.2
Middle East,Kuwait,,Kuwait,7,27,1999,102.2
North America,US,Texas,Wichita Falls,3,20,2018,49.2
North America,US,California,Los Angeles,1,14,2017,55.5
North America,US,Missouri,Springfield,12,20,2010,40.0
South/Central America & Carribean,Uruguay,,Montvideo,3,4,1999,73.6
North America,US,Oregon,Salem,12,31,2010,31.1
North America,US,Kentucky,Louisville,2,13,2004,28.3
Africa,Malawi,,Lilongwe,3,19,2004,-99.0
Europe,Georgia,,Tbilisi,10,3,2000,60.2
North America,US,Arizona,Tucson,1,28,2014,55.6
North America,US,Maine,Caribou,6,12,2002,53.2
Asia,Vietnam,,Hanoi,1,8,2019,60.6
North America,US,Virginia,Richmond,11,22,2002,51.6
Africa,Central African Republic,,Bangui,12,11,2017,78.5
North America,US,South Carolina,Columbia,11,7,2007,47.8
Africa,Namibia,,Windhoek,1,12,2005,68.5
Europe,Austria,,Vienna,8,18,2009,72.8
North America,US,Maine,Portland,2,16,2003,2.3
Europe,Yugoslavia,,Belgrade,1,14,1998,40.6
Middle East,United Arab Emirates,,Dubai,12,13,2000,68.5
North America,US,Maine,Caribou,6,21,2008,61.5
North America,Canada,,Vancouver,11,11,2009,45.0
Asia,North Korea,,Pyongyang,2,1,2017,20.7
North America,US,Vermont,Burlington,8,10,2003,76.0
North America,US,Florida,West Palm Beach,9,20,2013,81.7
North America,US,Arizona,Tucson,5,20,2005,84.8
North America,US,Arizona,Tucson,5,2,1998,72.6
South/Central America & Carribean,Equador,,Guayaquil,9,7,2008,78.5
North America,US,Pennsylvania,Philadelphia,2,6,2018,30.6
North America,US,South Carolina,Charleston,11,23,2012,48.3
South/Central America & Carribean,Colombia,,Bogota,4,7,2009,56.7
North America,US,Ohio,Youngstown,8,31,2010,74.6
North America,US,Oregon,Eugene,5,16,1998,46.9
South/Central America & Carribean,Equador,,Guayaquil,9,20,2009,77.0
North America,US,Texas,Abilene,6,17,2000,75.0
Africa,Benin,,Cotonou,11,24,2009,81.6
Africa,Egypt,,Cairo,7,3,2002,81.7
Asia,Turkmenistan,,Ashabad,2,9,2003,36.5
Europe,The Netherlands,,Amsterdam,1,12,2020,46.2
North America,US,Kentucky,Paducah,6,19,1996,79.7
North America,US,Nevada,Las Vegas,1,3,1995,42.0
Middle East,Turkey,,Istanbul,8,29,2013,78.7
North America,US,Florida,Jacksonville,8,7,2011,85.1
North America,US,Texas,Abilene,12,14,2008,63.1
Europe,Switzerland,,Zurich,5,27,2002,47.9
Europe,The Netherlands,,Amsterdam,6,3,2001,49.7
Africa,Namibia,,Windhoek,5,28,2008,60.7
North America,US,Kentucky,Lexington,12,9,2016,23.4
North America,US,Washington,Yakima,6,19,2002,-99.0
North America,US,Pennsylvania,Pittsburgh,6,26,2003,77.0
North America,US,South Dakota,Rapid City,8,23,2016,70.0
Asia,Singapore,,Singapore,7,16,2011,81.2
North America,Canada,,Quebec,5,18,2016,49.7
South/Central America & Carribean,Dominican Republic,,Santo Domingo,5,8,1997,81.2
Europe,Belarus,,Minsk,2,2,2013,26.7
North America,US,Alaska,Fairbanks,3,16,1995,-9.0
Africa,Namibia,,Windhoek,2,9,1999,82.0
North America,US,Connecticut,Bridgeport,5,17,2016,58.3
North America,US,Kansas,Topeka,4,8,2018,35.4
Africa,Congo,,Brazzaville,7,1,2014,75.7
Asia,China,,Chengdu,11,5,2010,62.8
Africa,Benin,,Cotonou,10,20,2016,82.6
Europe,Macedonia,,Skopje,4,18,2001,52.0
North America,US,South Dakota,Sioux Falls,4,29,2011,55.7
Europe,Germany,,Munich,5,11,2001,58.2
North America,US,Texas,Austin,6,1,2002,77.2
Europe,Italy,,Milan,4,26,2005,57.9
Middle East,Lebanon,,Beirut,10,12,1999,75.3
Europe,Slovakia,,Bratislava,3,18,2006,36.5
North America,US,Wyoming,Casper,5,26,2001,65.1
Europe,Italy,,Milan,11,8,2001,45.8
